0.4074074030 0.5925925970
0.0001525879 0.0003127876 tra
0.0001020892 0.0002619125 gương
0.0001659632 0.0000070660 Huynh
0.0002792440 0.0001205928 thảm
0.0000922624 0.0002506070 bữa
0.0001577742 0.0003160851 điên
0.0002175537 0.0000593543 thạch
0.0001826141 0.0003405805 tim
0.0000035486 0.0001611045 khoá
0.0000772493 0.0002345907 bếp
0.0002025406 0.0000452223 Tuyết
0.0001577742 0.0000004711 Tuệ
0.0002079999 0.0000508751 mạo
0.0000619632 0.0002190456 Đức
0.0000002730 0.0001573360 nhìn
0.0001815222 0.0003382252 khăn
0.0000002730 0.0001568649 phim
0.0000040945 0.0001606334 phê
0.0002328398 0.0000763126 vụt
0.0000679685 0.0002242273 mùa
0.0001831600 0.0003391673 bài
0.0000341207 0.0001898395 sàn
0.0000412178 0.0001969055 tầng
0.0007825929 0.0006269885 đáng
0.0000002730 0.0001554517 Asad
0.0003805143 0.0002256405 Nói
0.0000002730 0.0001549806 Bellamy
0.0001004514 0.0002548466 dòng
0.0000401260 0.0001940791 chuyến
0.0001553175 0.0000014132 Tàng
0.0000002730 0.0001540385 còn
0.0001542257 0.0000004711 QUAN
0.0001539527 0.0000004711 MƠN
0.0003275589 0.0004809581 hợp
0.0001872545 0.0000339167 bổng
0.0001580472 0.0000047107 cước
0.0001575012 0.0000042396 Triệu
0.0000442205 0.0001973765 nhạc
0.0004285563 0.0002755735 mừng
0.0000002730 0.0001530964 nào
0.0000002730 0.0001530964 Alice
0.0001550446 0.0000023553 Kho
0.0002694172 0.0004220749 dừng
0.0001954435 0.0000428670 Chi
0.0000002730 0.0001526253 bị
0.0000887139 0.0002407146 nghiệp
0.0005451126 0.0006967062 đầy
0.0000002730 0.0001516832 Dominic
0.0001520419 0.0000009421 Trì
0.0001048189 0.0002557887 đựng
0.0000292073 0.0001799471 kiểm
0.0001872545 0.0000367431 Lan
0.0003220996 0.0001719390 cực
0.0001504041 0.0000004711 Túc
0.0002049973 0.0000551147 ngọc
0.0000570498 0.0002067979 hát
0.0003253752 0.0004748343 Sau
0.0001512230 0.0000018843 Triều
0.0001239265 0.0002732181 sẵn
0.0001165564 0.0002656811 liệu
0.0000592336 0.0002082111 bực
0.0001542257 0.0000056528 www
0.0001506771 0.0000023553 Chấn
0.0003406613 0.0001926659 đoạn
0.0003605878 0.0005082799 chiến
0.0000002730 0.0001479146 chỉ
0.0000002730 0.0001479146 Lionel
0.0000614173 0.0002086821 đức
0.0001509501 0.0000037685 Bang
0.0003491232 0.0002020872 Cho
0.0002765143 0.0001295431 tăng
0.0001815222 0.0000348589 thụ
0.0001498582 0.0000032975 Ngôn
0.0000002730 0.0001465014 Philip
0.0002740576 0.0001281299 tựa
0.0000010919 0.0001469725 cuả
0.0000002730 0.0001460304 cái
0.0004181836 0.0005638657 ngạc
0.0001457637 0.0000004711 Hạo
0.0000002730 0.0001455593 Melanie
0.0000002730 0.0001455593 Bobby
0.0000144672 0.0001596913 gửi
0.0004588555 0.0003142008 nội
0.0000701522 0.0002148060 hộp
0.0004847872 0.0006293438 giữ
0.0001236535 0.0002680364 dấu
0.0000002730 0.0001446172 thì
0.0001449448 0.0000009421 Sanh
0.0001585931 0.0003019531 mãi
0.0001269291 0.0002699207 lát
0.0000002730 0.0001427329 đến
0.0000294803 0.0001719390 nhật
0.0003840628 0.0002416567 kịp
0.0001427611 0.0000004711 Chưởng
0.0000002730 0.0001422619 cả
0.0000376693 0.0001794760 Bảy
0.0001493123 0.0000075371 Tượng
0.0001853438 0.0000438091 Đột
0.0002604093 0.0004018191 quần
0.0001252913 0.0002666232 ước
0.0000447664 0.0001860710 thờ
0.0003786035 0.0005195855 cạnh
0.0001020892 0.0002430699 xếp
0.0003089973 0.0004498678 rời
0.0000002730 0.0001408487 sự
0.0001512230 0.0000108345 Yên
0.0002372073 0.0000970395 ngàn
0.0000002730 0.0001403776 cảm
0.0013552750 0.0014951626 bằng
0.0003016272 0.0001620466 sáu
0.0001880734 0.0000485198 hạng
0.0000002730 0.0001394355 giờ
0.0001394855 0.0000004711 Mãnh
0.0000002730 0.0001389644 Grace
0.0000002730 0.0001389644 trước
0.0002980786 0.0004366779 tấm
0.0001433070 0.0000047107 Tỉnh
0.0001965354 0.0003344567 rộng
0.0001411233 0.0000032975 tửu
0.0000630551 0.0002006740 Cha
0.0000977217 0.0002350618 cát
0.0001394855 0.0000023553 Nhu
0.0000002730 0.0001366091 vì
0.0000002730 0.0001356669 Charlie
0.0001793385 0.0003146719 chất
0.0000941732 0.0002294090 bánh
0.0003889762 0.0002539044 trận
0.0001471286 0.0000122477 Lương
0.0001408503 0.0000061239 Thu
0.0000382152 0.0001728811 Vâng
0.0003786035 0.0002440120 chậm
0.0005033489 0.0003688445 cứu
0.0004146350 0.0002802841 Các
0.0001362099 0.0000018843 Thừa
0.0007277267 0.0008620503 thêm
0.0000090079 0.0001432040 quà
0.0001075485 0.0002416567 ban
0.0001722414 0.0003061927 khá
0.0008729445 0.0007391021 chút
0.0001872545 0.0000541726 chấn
0.0001342992 0.0000014132 Hảo
0.0001891653 0.0000565279 vây
0.0000002730 0.0001328405 rất
0.0013555480 0.0014880966 hay
0.0002710550 0.0004032323 chồng
0.0002716009 0.0001394355 tàn
0.0002268346 0.0000946842 lục
0.0001665091 0.0000343878 Thượng
0.0025978152 0.0027298259 rất
0.0004430234 0.0003113744 coi
0.0000002730 0.0001318984 Valmy
0.0001375747 0.0000061239 phảng
0.0003581311 0.0004889662 chí
0.0001348451 0.0000047107 Nhạc
0.0003321993 0.0002020872 lưu
0.0001460367 0.0000160162 Địa
0.0006387399 0.0005087510 hãy
0.0000002730 0.0001300141 thế
0.0001763359 0.0000466355 ngâm
0.0000565039 0.0001860710 đăm
0.0001318425 0.0000023553 Biên
0.0001018162 0.0002312933 xúc
0.0001463097 0.0000169584 Thân
0.0002437584 0.0003730841 đèn
0.0003813332 0.0005106353 nghi
0.0000002730 0.0001290720 chẳng
0.0004099946 0.0002812262 lao
0.0001419422 0.0000131898 Kha
0.0001023622 0.0002308222 mệt
0.0000491338 0.0001775918 khoác
0.0009845875 0.0011126573 chứ
0.0002227401 0.0000951553 Ban
0.0001487663 0.0000211980 hỏa
0.0000002730 0.0001276588 các
0.0001277480 0.0000004711 Liệt
0.0002134592 0.0000862050 Đồng
0.0001525879 0.0000254375 oán
0.0001495852 0.0000226112 gằn
0.0001272020 0.0000004711 Tướng
0.0004181836 0.0002915897 địa
0.0001948976 0.0000687756 ngẩn
0.0001501312 0.0000240244 Lập
0.0000002730 0.0001262456 chiếc
0.0001383936 0.0000127188 điếm
0.0000294803 0.0001549806 đốc
0.0003938896 0.0002685075 diện
0.0001258372 0.0000004711 Trữ
0.0002535852 0.0001286009 trừng
0.0000671496 0.0001917238 sàng
0.0001359370 0.0000117766 Chung
0.0001258372 0.0000018843 Hào
0.0003070865 0.0004310251 bức
0.0001435800 0.0000197848 dược
0.0000002730 0.0001238903 từ
0.0000002730 0.0001238903 Lisa
0.0000021837 0.0001257745 váy
0.0005898790 0.0004663551 bay
0.0001785196 0.0003014821 buộc
0.0000453123 0.0001681705 gác
0.0000791601 0.0002016161 ghi
0.0002314750 0.0003537704 may
0.0000002730 0.0001224771 Milago
0.0001886193 0.0000664203 đào
0.0004457531 0.0003236222 khổ
0.0002017217 0.0000796101 mệnh
0.0001615957 0.0000395695 quét
0.0001239265 0.0002458963 dân
0.0001222887 0.0000004711 Lịnh
0.0000002730 0.0001220060 cùng
0.0000002730 0.0001220060 Angela
0.0000603254 0.0001818314 dọc
0.0000002730 0.0001215350 ấy
0.0001231076 0.0000018843 Trai
0.0001433070 0.0000221401 Hán
0.0000409449 0.0001620466 lựa
0.0001662362 0.0000452223 diệt
0.0000114646 0.0001318984 Hội
0.0000002730 0.0001205928 mắt
0.0000573228 0.0001775918 niềm
0.0002481259 0.0001286009 Thành
0.0002352965 0.0001158822 nãy
0.0000002730 0.0001196507 họ
0.0001334803 0.0000141320 Bành
0.0001798844 0.0002991267 biểu
0.0001195590 0.0000004711 Diễm
0.0001195590 0.0000004711 Xích
0.0008980574 0.0007791427 sát
0.0001228346 0.0000042396 Cương
0.0001924409 0.0000739573 chín
0.0001195590 0.0002378882 phúc
0.0001517690 0.0000334457 luồng
0.0011289864 0.0010109071 bảo
0.0000002730 0.0001182375 Tony
0.0001091863 0.0002270537 trải
0.0000253858 0.0001432040 Ngài
0.0001766089 0.0002944161 đơn
0.0001201049 0.0000023553 Trấn
0.0001250183 0.0002425989 xét
0.0001555905 0.0000381563 chớ
0.0039375312 0.0038203431 nhưng
0.0005221835 0.0004051165 dụng
0.0001255643 0.0002425989 tiết
0.0000242940 0.0001413197 chấm
0.0000002730 0.0001172954 chuyện
0.0003027190 0.0004197196 chuyển
0.0000182887 0.0001351959 chòm
0.0002576797 0.0003744973 sâu
0.0003734172 0.0002567308 truyền
0.0014912120 0.0013745698 bước
0.0001225616 0.0000061239 Thị
0.0001635065 0.0000471066 huống
0.0000458582 0.0001620466 thoải
0.0002522204 0.0001361380 đành
0.0001231076 0.0000070660 Dứt
0.0001078215 0.0002237562 khả
0.0000264777 0.0001422619 trượt
0.0000270236 0.0001427329 Vào
0.0001602309 0.0000447512 thê
0.0000161050 0.0001314273 thợ
0.0000010919 0.0001163532 Tốn
0.0002249238 0.0001097583 lãnh
0.0000002730 0.0001149400 nhà
0.0003944355 0.0002798130 lệnh
0.0001465826 0.0000320325 tùy
0.0000545932 0.0001691126 ngắm
0.0001427611 0.0002572019 lối
0.0000504987 0.0001648730 chìa
0.0000002730 0.0001144690 cách
0.0003068135 0.0004206617 trung
0.0001241994 0.0000103634 Tống
0.0000081890 0.0001220060 San
0.0003690497 0.0004828424 hội
0.0002268346 0.0001130558 Toàn
0.0000002730 0.0001139979 Paul
0.0000002730 0.0001139979 Alex
0.0003712334 0.0002576730 Công
0.0001138267 0.0000004711 Loạn
0.0001236535 0.0000103634 nhãn
0.0000002730 0.0001135268 cửa
0.0000636010 0.0001766496 chối
0.0001370288 0.0000240244 Nhận
0.0004957058 0.0003829764 nhảy
0.0003081784 0.0001954923 đuổi
0.0002191915 0.0003316303 đặc
0.0000204724 0.0001328405 lính
0.0000256588 0.0001380223 Nhà
0.0004217321 0.0003094902 trưởng
0.0000575958 0.0001695837 Pháp
0.0000002730 0.0001121136 muốn
0.0000098268 0.0001215350 Giáng
0.0002131863 0.0001017502 thua
0.0001918949 0.0000805522 khoái
0.0001536797 0.0000423959 thước
0.0014008603 0.0015121210 đứng
0.0001716955 0.0000607675 Song
0.0000002730 0.0001111715 Yvonne
0.0001929868 0.0003038374 tạo
0.0007217215 0.0008323731 nổi
0.0001004514 0.0002110374 kín
0.0001509501 0.0002614415 món
0.0000379422 0.0001483857 leo
0.0002374802 0.0001271877 Tây
0.0014358000 0.0015460377 lấy
0.0001629606 0.0000527594 Quang
0.0000862572 0.0001964344 hầm
0.0001119160 0.0000018843 Truy
0.0000002730 0.0001102294 Susan
0.0003895222 0.0002798130 nhiêu
0.0001798844 0.0000701888 truy
0.0007124407 0.0008220097 trời
0.0002216482 0.0001121136 cục
0.0001282939 0.0000188426 Thập
0.0001121889 0.0000028264 Tần
0.0002972597 0.0001879552 cất
0.0001151916 0.0000061239 Phân
0.0012886714 0.0013976520 hiện
0.0000616903 0.0001700547 sướng
0.0001329343 0.0000249665 ngưng
0.0001823411 0.0000744284 họa
0.0001091863 0.0000014132 Diêm
0.0001127349 0.0000056528 bái
0.0001097322 0.0000028264 Thúy
0.0014194220 0.0015262530 quá
0.0002118214 0.0001050477 sắt
0.0000120105 0.0001187086 Trông
0.0000002730 0.0001069319 Robert
0.0000002730 0.0001069319 nhận
0.0003884303 0.0002821684 lửa
0.0001130078 0.0002190456 đài
0.0000002730 0.0001059898 xuống
0.0003562203 0.0002506070 sớm
0.0009138894 0.0008083488 chịu
0.0001108241 0.0000056528 Hòa
0.0000551391 0.0001601623 gối
0.0001583201 0.0002633257 chấp
0.0001659632 0.0002708628 dường
0.0000300262 0.0001347248 hòn
0.0012837580 0.0011790775 quan
0.0000002730 0.0001045766 sống
0.0000002730 0.0001045766 Henry
0.0001056378 0.0000014132 Mông
0.0000936273 0.0001978476 khủng
0.0003469395 0.0002430699 phân
0.0000671496 0.0001709969 ghét
0.0000002730 0.0001041055 tìm
0.0022424138 0.0021386384 thật
0.0000248399 0.0001286009 sóc
0.0002492177 0.0001455593 hào
0.0001766089 0.0000730152 triển
0.0000589606 0.0001625177 hút
0.0001585931 0.0000551147 liều
0.0001676010 0.0002708628 lang
0.0001121889 0.0000089502 Quái
0.0001766089 0.0000734863 cản
0.0000002730 0.0001031634 cảnh
0.0000002730 0.0001031634 Ellen
0.0002421206 0.0001394355 lưỡi
0.0003365668 0.0002341197 ứng
0.0000002730 0.0001026923 việc
0.0000605984 0.0001629887 Chiếc
0.0000739737 0.0001761786 trôi
0.0000002730 0.0001022213 Một
0.0000747926 0.0001766496 bãi
0.0002841574 0.0001823024 hoảng
0.0001045459 0.0000028264 Bách
0.0000521365 0.0001535674 thoảng
0.0009592017 0.0008578107 lâu
0.0001064567 0.0002077400 tham
0.0001730603 0.0000720731 canh
0.0007907818 0.0008917274 luôn
0.0000791601 0.0001799471 dối
0.0000002730 0.0001008081 Alder
0.0001070026 0.0000065949 Bối
0.0002011758 0.0001008081 Minh
0.0002568608 0.0003570678 đông
0.0000120105 0.0001121136 mét
0.0000002730 0.0001003370 Audrey
0.0000002730 0.0001003370 Bella
0.0000163779 0.0001163532 Thưa
0.0000376693 0.0001375512 luật
0.0011571019 0.0012568034 hết
0.0001034540 0.0000037685 Tri
0.0008535640 0.0009529660 nhỏ
0.0000024567 0.0001017502 Chào
0.0000002730 0.0000993949 Marie
0.0001173753 0.0000183716 bần
0.0000002730 0.0000989238 Axen
0.0000002730 0.0000989238 mặt
0.0000054593 0.0001041055 Cám
0.0001525879 0.0000541726 gãy
0.0000002730 0.0000984527 Jasper
0.0000002730 0.0000984527 Sophie
0.0000002730 0.0000984527 Emily
0.0000002730 0.0000984527 lúc
0.0031751378 0.0030770013 chàng
0.0004329237 0.0003349277 minh
0.0001031811 0.0002011451 Đôi
0.0009231702 0.0008253072 từng
0.0000354856 0.0001333116 nghiên
0.0002197374 0.0001220060 lùi
0.0000002730 0.0000979817 Jill
0.0001042729 0.0000065949 thọ
0.0000985406 0.0000009421 Phàm
0.0001615957 0.0002590862 nhẫn
0.0002732387 0.0003707287 hướng
0.0001422152 0.0000447512 Lượng
0.0000002730 0.0000975106 chúng
0.0000002730 0.0000975106 vậy
0.0000002730 0.0000975106 Paris
0.0001198320 0.0000226112 Bảo
0.0001689658 0.0002661521 tương
0.0000008189 0.0000979817 http
0.0004140891 0.0003170272 tinh
0.0002317479 0.0003288039 Đây
0.0000057323 0.0001026923 phẫu
0.0000016378 0.0000984527 buồng
0.0000895328 0.0001860710 ống
0.0000128294 0.0001092872 miền
0.0002885248 0.0003848607 đoán
0.0001697847 0.0000734863 vách
0.0000002730 0.0000965685 định
0.0003406613 0.0002449542 Sao
0.0001591390 0.0000635939 vĩnh
0.0001774278 0.0000819654 thủy
0.0001034540 0.0000080081 Tài
0.0000229291 0.0001182375 Cảm
0.0000253858 0.0001205928 trưa
0.0003311075 0.0002360039 luận
0.0000002730 0.0000951553 Judd
0.0000002730 0.0000951553 New
0.0000002730 0.0000946842 Gerald
0.0002606823 0.0001662862 nhập
0.0003660471 0.0002718049 ngực
0.0001482204 0.0000541726 Sinh
0.0001048189 0.0001987897 nhàng
0.0000002730 0.0000942131 thứ
0.0000002730 0.0000942131 sát
0.0000267506 0.0001205928 hoá
0.0000947191 0.0000009421 Tiêm
0.0003190970 0.0004126536 hiệu
0.0003106350 0.0004041744 ràng
0.0000002730 0.0000937421 London
0.0001241994 0.0002176324 cặp
0.0002069081 0.0001135268 cương
0.0001433070 0.0000499330 đứt
0.0001018162 0.0000084792 Điệp
0.0000706981 0.0001639309 Với
0.0000936273 0.0000004711 Muội
0.0001670551 0.0000739573 bát
0.0000002730 0.0000932710 tiếng
0.0000676955 0.0001606334 bận
0.0001004514 0.0000075371 Tùy
0.0000745197 0.0001672283 lôi
0.0001048189 0.0000122477 Giới
0.0000002730 0.0000927999 tự
0.0000002730 0.0000927999 lần
0.0000002730 0.0000927999 ebooks
0.0004220051 0.0005144038 mỗi
0.0000002730 0.0000923289 thành
0.0001209238 0.0002129217 nhiệm
0.0000966299 0.0000047107 Cực
0.0001252913 0.0000334457 đoạt
0.0000974488 0.0000056528 Dịch
0.0002156430 0.0001238903 loạn
0.0000586876 0.0001502700 sửa
0.0001438530 0.0000522883 thập
0.0000182887 0.0001097583 đĩa
0.0003739631 0.0004654129 tuổi
0.0000002730 0.0000913868 ngày
0.0000911706 0.0000004711 Chiêu
0.0000002730 0.0000909157 bằng
0.0001514960 0.0002421278 thống
0.0000409449 0.0001314273 Giờ
0.0005361048 0.0004456282 mày
0.0005077163 0.0004173642 giá
0.0001222887 0.0000320325 nhu
0.0002958949 0.0002058557 Trên
0.0001506771 0.0002407146 Ngay
0.0000133753 0.0001031634 lặp
0.0000002730 0.0000899736 Jen
0.0000906246 0.0000009421 Niệm
0.0000906246 0.0000009421 Bổn
0.0001086404 0.0001983187 nghiệm
0.0001075485 0.0000179005 thối
0.0001738792 0.0002633257 cấp
0.0001624146 0.0000730152 chim
0.0000472231 0.0001366091 nhóm
0.0001061837 0.0000169584 điêu
0.0000300262 0.0001191796 pha
0.0001536797 0.0000645360 viễn
0.0000019108 0.0000909157 Tao
0.0000002730 0.0000890314 Louis
0.0000002730 0.0000890314 Stevie
0.0001902571 0.0001017502 hôi
0.0000002730 0.0000885604 bác
0.0000002730 0.0000885604 York
0.0001211968 0.0000329746 nha
0.0000578687 0.0001460304 tiệc
0.0000895328 0.0000014132 Nhược
0.0000840735 0.0001719390 treo
0.0001424881 0.0002303511 đội
0.0000977217 0.0000098924 Phát
0.0000002730 0.0000880893 khiến
0.0000343937 0.0001220060 choàng
0.0009373645 0.0008498026 dưới
0.0000556850 0.0001432040 trực
0.0001618687 0.0000744284 long
0.0004566717 0.0005440809 chờ
0.0000327559 0.0001201218 nền
0.0000002730 0.0000876182 Rellin
0.0000002730 0.0000876182 cuộc
0.0000002730 0.0000876182 Trish
0.0001190131 0.0000320325 Hầu
0.0000002730 0.0000871472 hỏi
0.0000002730 0.0000871472 cậu
0.0001430341 0.0002298801 giấu
0.0001304776 0.0002171613 Làm
0.0001897112 0.0001031634 hảo
0.0000002730 0.0000866761 rằng
0.0000930813 0.0001794760 tắt
0.0001009973 0.0000146030 thoái
0.0000253858 0.0001116426 gợi
0.0008139839 0.0007277966 khó
0.0000043675 0.0000904446 chai
0.0000865301 0.0000004711 Cốt
0.0016437999 0.0017297534 chẳng
0.0000002730 0.0000862050 nhất
0.0001083674 0.0000226112 xưng
0.0001080944 0.0001936080 hưởng
0.0000125564 0.0000979817 chương
0.0001845249 0.0002699207 ngăn
0.0000862572 0.0000009421 Hãn
0.0001078215 0.0000226112 tẩu
0.0003832439 0.0002981846 chữ
0.0001149186 0.0001997319 Giọng
0.0000636010 0.0001483857 sung
0.0000005459 0.0000852629 Thắm
0.0000865301 0.0000018843 Ngại
0.0022694374 0.0021848029 cùng
0.0000002730 0.0000847918 Marzak
0.0001566824 0.0002411857 văn
0.0004602203 0.0005445520 bởi
0.0005044407 0.0004201906 nắm
0.0001449448 0.0000607675 râu
0.0000010919 0.0000852629 Mày
0.0001231076 0.0002072689 trống
0.0000002730 0.0000843208 thật
0.0000597795 0.0001436750 chán
0.0000843464 0.0000004711 Xảo
0.0000898057 0.0000061239 Quán
0.0003144566 0.0002308222 hãi
0.0000002730 0.0000838497 vài
0.0000848924 0.0000014132 Hạc
0.0001946246 0.0001111715 đỉnh
0.0000360315 0.0001191796 tách
0.0001665091 0.0000833786 bẩm
0.0000838005 0.0001667573 thánh
0.0000122835 0.0000951553 gay
0.0000838005 0.0000009421 Miêu
0.0000005459 0.0000833786 giư
0.0000832546 0.0000004711 trảo
0.0001457637 0.0000631228 Bắc
0.0000002730 0.0000829076 phía
0.0000294803 0.0001121136 Tối
0.0004487557 0.0005313621 đổi
0.0000843464 0.0000018843 Hoạt
0.0001332073 0.0000508751 Tuyệt
0.0000114646 0.0000937421 trạm
0.0000846194 0.0000023553 miếu
0.0000827086 0.0000004711 Ðoan
0.0001801574 0.0002623836 che
0.0002489448 0.0001667573 tha
0.0001217427 0.0000395695 thẹn
